Symbol,Date,Open,High,Low,Close,Volume,OCX SMA_x,OCX SMA_y,OCX SMA_x,OCX SMA_y
OCX,2020-06-22,3.17,3.3,3.13,3.185,153598,3.1850000000000023,3.1850000000000023,3.1850000000000023,3.1850000000000023
OCX,2020-06-19,2.78,3.12,2.77,3.09,266093,3.0900000000000016,3.0900000000000016,3.0900000000000016,3.090000000000002
OCX,2020-06-18,2.37,2.53,2.37,2.505,41462,2.5050000000000026,2.5050000000000026,2.5050000000000026,2.5050000000000026
OCX,2020-06-17,2.53,2.54,2.5,2.51,9058,2.5100000000000025,2.5100000000000025,2.5100000000000025,2.5100000000000025
OCX,2020-06-16,2.48,2.53,2.48,2.505,40657,2.5050000000000026,2.5050000000000026,2.5050000000000026,2.5050000000000026
OCX,2020-06-15,2.48,2.48,2.29,2.2906,69764,2.290600000000002,2.290600000000002,2.290600000000002,2.290600000000002
OCX,2020-06-12,2.37,2.47,2.35,2.45,32443,2.4500000000000024,2.4500000000000024,2.4500000000000024,2.4500000000000024
OCX,2020-06-11,2.45,2.47,2.3501,2.4197,25455,2.4197000000000024,2.4197000000000024,2.4197000000000024,2.4197000000000024
OCX,2020-06-10,2.59,2.6399,2.54,2.5431,36095,2.543100000000002,2.543100000000002,2.543100000000002,2.543100000000002
OCX,2020-06-09,2.6,2.62,2.5401,2.57,34290,2.570000000000002,2.570000000000002,2.570000000000002,2.570000000000002
OCX,2020-06-08,2.65,2.65,2.59,2.63,50171,2.630000000000002,2.630000000000002,2.630000000000002,2.630000000000002
OCX,2020-06-05,2.66,2.68,2.6237,2.6630000000000003,45108,2.663000000000003,2.663000000000003,2.663000000000003,2.663000000000003
OCX,2020-06-04,2.7,2.71,2.65,2.68,7241,2.6800000000000037,2.680000000000004,2.6800000000000037,2.6800000000000033
OCX,2020-06-03,2.71,2.72,2.66,2.66,69136,2.6600000000000037,2.660000000000004,2.6600000000000037,2.6600000000000033
OCX,2020-06-02,2.86,2.8997,2.73,2.74,41873,2.740000000000004,2.740000000000004,2.740000000000004,2.7400000000000038
OCX,2020-06-01,2.76,2.76,2.63,2.6941,18918,2.694100000000004,2.694100000000004,2.694100000000004,2.694100000000004
OCX,2020-05-29,2.59,2.65,2.5847,2.608,5268,2.6080000000000045,2.6080000000000045,2.6080000000000045,2.6080000000000045
OCX,2020-05-28,2.77,2.77,2.74,2.76,2659,2.7600000000000042,2.760000000000004,2.7600000000000042,2.760000000000004
OCX,2020-05-27,2.72,2.75,2.61,2.6201,28272,2.6201000000000043,2.6201000000000043,2.6201000000000043,2.6201000000000043
OCX,2020-05-26,2.9,2.9,2.78,2.8299,20357,2.8299000000000047,2.8299000000000047,2.8299000000000047,2.8299000000000047
OCX,2020-05-26,2.9,2.9,2.78,2.8299,20357,2.8299000000000043,2.8299000000000043,2.8299000000000043,2.8299000000000043
OCX,2020-05-22,2.52,2.52,2.38,2.47,14957,2.4700000000000046,2.4700000000000046,2.4700000000000046,2.4700000000000046
OCX,2020-05-21,2.6,2.65,2.48,2.49,43346,2.4900000000000038,2.490000000000004,2.4900000000000038,2.490000000000004
OCX,2020-05-20,2.82,2.91,2.72,2.84,30022,2.8400000000000034,2.8400000000000034,2.8400000000000034,2.8400000000000034
OCX,2020-05-19,2.82,2.84,2.82,2.82,1522,2.8200000000000043,2.8200000000000043,2.8200000000000043,2.820000000000004
OCX,2020-05-18,2.95,2.95,2.8601,2.9,24728,2.9000000000000044,2.9000000000000044,2.9000000000000044,2.9000000000000044
OCX,2020-05-15,2.92,2.95,2.83,2.91,15546,2.910000000000004,2.910000000000004,2.910000000000004,2.910000000000004
OCX,2020-05-14,2.95,2.95,2.75,2.755,22299,2.7550000000000043,2.7550000000000043,2.7550000000000043,2.7550000000000043
OCX,2020-05-13,2.71,2.9,2.71,2.85,127442,2.850000000000004,2.850000000000004,2.850000000000004,2.850000000000004
OCX,2020-05-12,2.95,2.95,2.8,2.9,45796,2.9000000000000035,2.9000000000000035,2.9000000000000035,2.9000000000000035
OCX,2020-05-11,2.78,2.8887,2.78,2.8765,31045,2.876500000000004,2.876500000000004,2.876500000000004,2.876500000000004
OCX,2020-06-22,3.17,3.3,3.13,3.185,153598,,3.185000000000004,3.185000000000004,3.185000000000004
OCX,2020-06-19,2.78,3.12,2.77,3.09,266093,,3.0900000000000043,3.0900000000000043,3.090000000000004
OCX,2020-06-18,2.37,2.53,2.37,2.505,41462,,2.5050000000000043,2.5050000000000043,2.5050000000000043
OCX,2020-06-17,2.53,2.54,2.5,2.51,9058,,2.510000000000004,2.510000000000004,2.5100000000000042
OCX,2020-06-16,2.48,2.53,2.48,2.505,40657,,2.5050000000000043,2.5050000000000043,2.5050000000000043
OCX,2020-06-15,2.48,2.48,2.29,2.2906,69764,,2.290600000000004,2.290600000000004,2.290600000000004
OCX,2020-06-12,2.37,2.47,2.35,2.45,32443,,2.450000000000004,2.4500000000000037,2.450000000000004
OCX,2020-06-11,2.45,2.47,2.3501,2.4197,25455,,2.419700000000004,2.4197000000000037,2.419700000000004
OCX,2020-06-10,2.59,2.6399,2.54,2.5431,36095,,2.543100000000004,2.543100000000004,2.543100000000004
OCX,2020-06-09,2.6,2.62,2.5401,2.57,34290,,2.570000000000004,2.570000000000004,2.570000000000004
OCX,2020-06-08,2.65,2.65,2.59,2.63,50171,,2.630000000000004,2.630000000000004,2.630000000000004
OCX,2020-06-05,2.66,2.68,2.6237,2.6630000000000003,45108,,2.6630000000000047,2.6630000000000047,2.6630000000000047
OCX,2020-06-04,2.7,2.71,2.65,2.68,7241,,2.6800000000000046,2.6800000000000046,2.680000000000005
OCX,2020-06-03,2.71,2.72,2.66,2.66,69136,,2.6600000000000046,2.6600000000000046,2.660000000000005
OCX,2020-06-02,2.86,2.8997,2.73,2.74,41873,,2.7400000000000047,2.740000000000005,2.7400000000000055
OCX,2020-06-01,2.76,2.76,2.63,2.6941,18918,,2.694100000000006,2.694100000000006,2.694100000000006
OCX,2020-05-29,2.59,2.65,2.5847,2.608,5268,,2.6080000000000063,2.6080000000000063,2.6080000000000063
OCX,2020-05-28,2.77,2.77,2.74,2.76,2659,,2.7600000000000056,2.7600000000000056,2.7600000000000056
OCX,2020-05-27,2.72,2.75,2.61,2.6201,28272,,2.620100000000006,2.620100000000006,2.620100000000006
OCX,2020-05-26,2.9,2.9,2.78,2.8299,20357,,2.8299000000000065,2.8299000000000065,2.8299000000000065
OCX,2020-05-26,2.9,2.9,2.78,2.8299,20357,,2.8299000000000065,2.8299000000000065,2.829900000000006
OCX,2020-05-22,2.52,2.52,2.38,2.47,14957,,2.4700000000000064,2.4700000000000064,2.4700000000000064
OCX,2020-05-21,2.6,2.65,2.48,2.49,43346,,2.490000000000006,2.490000000000006,2.490000000000006
OCX,2020-05-20,2.82,2.91,2.72,2.84,30022,,2.8400000000000047,2.8400000000000047,2.840000000000005
OCX,2020-05-19,2.82,2.84,2.82,2.82,1522,,2.8200000000000056,2.8200000000000056,2.8200000000000056
OCX,2020-05-18,2.95,2.95,2.8601,2.9,24728,,2.9000000000000066,2.9000000000000066,2.900000000000006
OCX,2020-05-15,2.92,2.95,2.83,2.91,15546,,2.9100000000000064,2.9100000000000064,2.910000000000006
OCX,2020-05-14,2.95,2.95,2.75,2.755,22299,,2.755000000000006,2.755000000000006,2.755000000000006
OCX,2020-05-13,2.71,2.9,2.71,2.85,127442,,2.8500000000000068,2.8500000000000068,2.850000000000006
OCX,2020-05-12,2.95,2.95,2.8,2.9,45796,,2.900000000000005,2.900000000000005,2.9000000000000052
OCX,2020-05-11,2.78,2.8887,2.78,2.8765,31045,,2.8765000000000067,2.8765000000000067,2.876500000000006
OCX,2020-06-22,3.17,3.3,3.13,3.185,153598,,,3.1850000000000067,3.185000000000006
OCX,2020-06-19,2.78,3.12,2.77,3.09,266093,,,3.0900000000000056,3.0900000000000056
OCX,2020-06-18,2.37,2.53,2.37,2.505,41462,,,2.505000000000006,2.505000000000006
OCX,2020-06-17,2.53,2.54,2.5,2.51,9058,,,2.510000000000006,2.510000000000006
OCX,2020-06-16,2.48,2.53,2.48,2.505,40657,,,2.505000000000006,2.505000000000006
OCX,2020-06-15,2.48,2.48,2.29,2.2906,69764,,,2.2906000000000057,2.2906000000000057
OCX,2020-06-12,2.37,2.47,2.35,2.45,32443,,,2.450000000000006,2.450000000000006
OCX,2020-06-11,2.45,2.47,2.3501,2.4197,25455,,,2.419700000000006,2.419700000000006
OCX,2020-06-10,2.59,2.6399,2.54,2.5431,36095,,,2.5431000000000057,2.5431000000000057
OCX,2020-06-09,2.6,2.62,2.5401,2.57,34290,,,2.5700000000000056,2.5700000000000056
OCX,2020-06-08,2.65,2.65,2.59,2.63,50171,,,2.6300000000000057,2.6300000000000057
OCX,2020-06-05,2.66,2.68,2.6237,2.6630000000000003,45108,,,2.6630000000000065,2.6630000000000065
OCX,2020-06-04,2.7,2.71,2.65,2.68,7241,,,2.680000000000007,2.680000000000007
OCX,2020-06-03,2.71,2.72,2.66,2.66,69136,,,2.660000000000007,2.660000000000007
OCX,2020-06-02,2.86,2.8997,2.73,2.74,41873,,,2.7400000000000078,2.7400000000000073
OCX,2020-06-01,2.76,2.76,2.63,2.6941,18918,,,2.694100000000008,2.6941000000000077
OCX,2020-05-29,2.59,2.65,2.5847,2.608,5268,,,2.6080000000000085,2.608000000000008
OCX,2020-05-28,2.77,2.77,2.74,2.76,2659,,,2.760000000000008,2.7600000000000073
OCX,2020-05-27,2.72,2.75,2.61,2.6201,28272,,,2.6201000000000083,2.620100000000008
OCX,2020-05-26,2.9,2.9,2.78,2.8299,20357,,,2.8299000000000083,2.8299000000000083
OCX,2020-05-26,2.9,2.9,2.78,2.8299,20357,,,2.8299000000000083,2.829900000000008
OCX,2020-05-22,2.52,2.52,2.38,2.47,14957,,,2.470000000000008,2.470000000000008
OCX,2020-05-21,2.6,2.65,2.48,2.49,43346,,,2.490000000000008,2.4900000000000078
OCX,2020-05-20,2.82,2.91,2.72,2.84,30022,,,2.8400000000000065,2.840000000000007
OCX,2020-05-19,2.82,2.84,2.82,2.82,1522,,,2.8200000000000074,2.8200000000000074
OCX,2020-05-18,2.95,2.95,2.8601,2.9,24728,,,2.9000000000000083,2.900000000000008
OCX,2020-05-15,2.92,2.95,2.83,2.91,15546,,,2.910000000000008,2.9100000000000077
OCX,2020-05-14,2.95,2.95,2.75,2.755,22299,,,2.7550000000000083,2.755000000000008
OCX,2020-05-13,2.71,2.9,2.71,2.85,127442,,,2.850000000000008,2.8500000000000076
OCX,2020-05-12,2.95,2.95,2.8,2.9,45796,,,2.9000000000000066,2.900000000000007
OCX,2020-05-11,2.78,2.8887,2.78,2.8765,31045,,,2.876500000000008,2.8765000000000076
OCX,2020-06-22,3.17,3.3,3.13,3.185,153598,,,,3.1850000000000076
OCX,2020-06-19,2.78,3.12,2.77,3.09,266093,,,,3.0900000000000074
OCX,2020-06-18,2.37,2.53,2.37,2.505,41462,,,,2.505000000000008
OCX,2020-06-17,2.53,2.54,2.5,2.51,9058,,,,2.510000000000008
OCX,2020-06-16,2.48,2.53,2.48,2.505,40657,,,,2.505000000000008
OCX,2020-06-15,2.48,2.48,2.29,2.2906,69764,,,,2.2906000000000075
OCX,2020-06-12,2.37,2.47,2.35,2.45,32443,,,,2.4500000000000077
OCX,2020-06-11,2.45,2.47,2.3501,2.4197,25455,,,,2.4197000000000077
OCX,2020-06-10,2.59,2.6399,2.54,2.5431,36095,,,,2.5431000000000075
OCX,2020-06-09,2.6,2.62,2.5401,2.57,34290,,,,2.5700000000000074
OCX,2020-06-08,2.65,2.65,2.59,2.63,50171,,,,2.6300000000000074
OCX,2020-06-05,2.66,2.68,2.6237,2.6630000000000003,45108,,,,2.6630000000000082
OCX,2020-06-04,2.7,2.71,2.65,2.68,7241,,,,2.6800000000000086
OCX,2020-06-03,2.71,2.72,2.66,2.66,69136,,,,2.6600000000000086
OCX,2020-06-02,2.86,2.8997,2.73,2.74,41873,,,,2.740000000000009
OCX,2020-06-01,2.76,2.76,2.63,2.6941,18918,,,,2.6941000000000095
OCX,2020-05-29,2.59,2.65,2.5847,2.608,5268,,,,2.60800000000001
OCX,2020-05-28,2.77,2.77,2.74,2.76,2659,,,,2.760000000000009
OCX,2020-05-27,2.72,2.75,2.61,2.6201,28272,,,,2.6201000000000096
OCX,2020-05-26,2.9,2.9,2.78,2.8299,20357,,,,2.82990000000001
OCX,2020-05-26,2.9,2.9,2.78,2.8299,20357,,,,2.8299000000000096
OCX,2020-05-22,2.52,2.52,2.38,2.47,14957,,,,2.47000000000001
OCX,2020-05-21,2.6,2.65,2.48,2.49,43346,,,,2.4900000000000095
OCX,2020-05-20,2.82,2.91,2.72,2.84,30022,,,,2.8400000000000087
OCX,2020-05-19,2.82,2.84,2.82,2.82,1522,,,,2.820000000000009
OCX,2020-05-18,2.95,2.95,2.8601,2.9,24728,,,,2.9000000000000097
OCX,2020-05-15,2.92,2.95,2.83,2.91,15546,,,,2.9100000000000095
OCX,2020-05-14,2.95,2.95,2.75,2.755,22299,,,,2.7550000000000097
OCX,2020-05-13,2.71,2.9,2.71,2.85,127442,,,,2.8500000000000094
OCX,2020-05-12,2.95,2.95,2.8,2.9,45796,,,,2.900000000000009
OCX,2020-05-11,2.78,2.8887,2.78,2.8765,31045,,,,2.8765000000000094
